Id,y
10000,-66.00242349023243
10001,451.40650440115553
10002,-461.67641706029934
10003,40.50120875372186
10004,-126.7447224540361
10005,-342.5345518192506
10006,-396.5555421135898
10007,335.5412790790875
10008,-99.51242087062286
10009,304.81253980627685
10010,68.89453048978507
10011,412.3691954559064
10012,54.94237102476847
10013,-17.0055507547803
10014,-597.8499575722617
10015,443.5022887864151
10016,144.77448697804337
10017,-57.411163672535565
10018,134.38782757745966
10019,-108.98377598910855
10020,153.82482842506693
10021,611.7359836022013
10022,588.3896503384211
10023,-131.01679995802013
10024,-61.13562114122966
10025,-374.2484953169712
10026,74.15799307965315
10027,137.43837873610437
10028,420.086611796792
10029,196.76562571344178
10030,268.44284980053067
10031,638.4749102511088
10032,127.37873138692024
10033,1.3491187583998274
10034,22.710453177408603
10035,342.23953452256336
10036,307.70396697417175
10037,348.1382087009396
10038,-168.6528613073534
10039,-20.221130904616352
10040,-551.7499275731124
10041,-429.97180406673954
10042,261.89195870674433
10043,389.8204261292219
10044,-96.16562227356496
10045,-210.71080125632278
10046,278.8818687840107
10047,-427.45330103104885
10048,-172.90325291756616
10049,467.26437835578656
10050,-631.5587355874391
10051,-355.5316593381775
10052,143.17327553860292
10053,69.19920259894253
10054,275.5882739767243
10055,-263.1886122041016
10056,167.49830723241283
10057,104.57789589014351
10058,230.07008661007393
10059,20.988026644576735
10060,-4.822581262501531
10061,-201.92294081063767
10062,560.0639265657699
10063,55.28847625244857
10064,671.3015746918343
10065,-493.7487382852287
10066,-279.353036732592
10067,-53.71252761314813
10068,379.6981955009749
10069,315.0714108579807
10070,169.1300173261437
10071,-271.59930326901195
10072,783.8022226750354
10073,44.57731151554848
10074,57.406780054577034
10075,-161.07827414306806
10076,-220.66957847885678
10077,223.24129442929237
10078,352.66559554375306
10079,13.163291366264826
10080,-461.99414698573196
10081,305.37214669142395
10082,-230.59656173861157
10083,359.074443242544
10084,-430.2605633759219
10085,-115.54882205546092
10086,-88.9600638786738
10087,-488.2901898080411
10088,-139.35033854713546
10089,57.33880810852838
10090,-190.3362427216639
10091,-6.508092914824879
10092,189.29107774701896
10093,346.60367818565544
10094,871.6273206485897
10095,-147.01353738653845
10096,443.48993777942883
10097,-30.498432974435893
10098,185.46345753445956
10099,-119.91717151732705
10100,43.57523800180559
10101,58.31857155224445
10102,-197.15246829839717
10103,-70.47160678841213
10104,-342.84605328866814
10105,-29.233589873716948
10106,49.522929296102916
10107,-16.24614413791389
10108,33.77506926160633
10109,-68.88307748324208
10110,25.86339949369747
10111,-617.3142842716948
10112,-185.90441301194767
10113,323.78310610938564
10114,-35.662195722129034
10115,-733.5297711613827
10116,-240.738562647362
10117,-381.97314662424867
10118,75.31994462169523
10119,36.610326459118156
10120,-28.75627022502232
10121,-481.160627968587
10122,408.85023042298826
10123,-765.0217471991634
10124,178.07269651637094
10125,-7.64987938567476
10126,134.7968462337599
10127,-477.4585142128709
10128,-248.70625301323565
10129,-361.8846572238635
10130,-18.755611748554955
10131,7.795604374433435
10132,-109.10598972538307
10133,-63.07374524219432
10134,591.8231837349157
10135,259.61263369662674
10136,-279.86583200876834
10137,93.22535940051789
10138,-427.28731541913544
10139,84.38656633089902
10140,-311.544630644154
10141,11.41926861256236
10142,-297.83146842358553
10143,-331.9289709686433
10144,656.0132305257298
10145,-476.6626813650531
10146,361.1940451337745
10147,-150.18526861192214
10148,299.94671902432384
10149,-191.72143219270896
10150,151.94999511612087
10151,-64.67275781576296
10152,351.2448616306349
10153,-370.63644575627194
10154,349.22498178611045
10155,273.52460961680185
10156,783.1971843196874
10157,-124.23788973574108
10158,-155.22004432990786
10159,-506.95564938640973
10160,201.6932123856151
10161,-415.1740571596363
10162,-348.1651051695642
10163,-201.95224108680918
10164,-658.9504470533369
10165,179.34640168171535
10166,124.06925816168649
10167,-209.150253552018
10168,213.70513477400522
10169,-82.11721023808843
10170,-97.1102698972671
10171,124.26800574648071
10172,50.28991565714241
10173,538.7439592813365
10174,630.0175345543383
10175,217.25927782654423
10176,-491.7337413267077
10177,-131.1417511388314
10178,362.39302241729564
10179,-14.36303805540942
10180,-30.26175736167634
10181,-107.32358076729858
10182,-334.06259292967235
10183,299.5063996464331
10184,-103.47221484505225
